0,43,20
1,11,20
2,59,40
3,27,40
4,43,60
5,11,60
6,59,80
7,27,80
8,43,100
9,11,100
10,59,120
11,27,120
12,43,140
13,11,140
14,59,160
15,27,160
16,43,180
17,11,180
18,59,200
19,27,200
20,43,220
21,11,220
22,59,240
23,27,240
24,43,260
25,11,260
26,59,280
27,27,280
28,43,300
29,11,300
30,59,320
31,27,320
32,43,340
33,11,340
34,59,360
35,27,360
36,43,380
37,11,380
38,59,400
39,27,400
40,43,420
41,11,420
42,59,440
43,27,440
44,43,460
45,11,460
46,59,480
47,27,480
48,43,500
49,11,500
50,59,520
51,27,520
52,43,540
53,11,540
54,59,560
55,27,560
56,43,580
57,11,580
58,59,600
59,27,600
60,43,620
61,11,620
62,59,640
63,27,640
64,43,660
65,11,660
66,59,680
67,27,680
68,43,700
69,11,700
70,59,720
71,27,720
72,43,740
73,11,740
74,59,760
75,27,760
76,43,780
77,11,780
78,59,800
79,27,800
80,43,820
81,11,820
82,59,840
83,27,840
84,43,860
85,11,860
86,59,880
87,27,880
88,43,900
89,11,900
90,59,920
91,27,920
92,43,940
93,11,940
94,59,960
95,27,960
96,43,980
97,11,980
98,59,1000
99,27,1000
100,43,1020
101,11,1020
102,59,1040
103,27,1040
104,43,1060
105,11,1060
106,59,1080
107,27,1080
108,43,1100
109,11,1100
110,59,1120
111,27,1120
112,43,1140
113,11,1140
114,59,1160
115,27,1160
116,43,1180
117,11,1180
118,59,1200
119,27,1200
120,43,1220
121,11,1220
122,59,1240
123,27,1240
124,43,1260
125,11,1260
126,59,1280
127,27,1280
128,43,1300
129,11,1300
130,59,1320
131,27,1320
132,43,1340
133,11,1340
134,59,1360
135,27,1360
136,43,1380
137,11,1380
138,59,1400
139,27,1400
140,43,1420
141,11,1420
142,59,1440
143,27,1440
144,43,1460
145,11,1460
146,59,1480
147,27,1480
148,43,1500
149,11,1500
150,59,1520
151,27,1520
152,43,1540
153,11,1540
154,59,1560
155,27,1560
156,43,1580
157,11,1580
158,59,1600
159,27,1600
160,43,1620
161,11,1620
162,59,1640
163,27,1640
164,43,1660
165,11,1660
166,59,1680
167,27,1680
168,43,1700
169,11,1700
170,59,1720
171,27,1720
172,43,1740
173,11,1740
174,59,1760
175,27,1760
176,43,1780
177,11,1780
178,59,1800
179,27,1800
180,43,1820
181,11,1820
182,59,1840
183,27,1840
184,43,1860
185,11,1860
186,59,1880
187,27,1880
188,43,1900
189,11,1900
190,59,1920
191,27,1920
192,43,1940
193,11,1940
194,59,1960
195,27,1960
196,43,1980
197,11,1980
198,59,2000
199,27,2000
200,43,2020
201,11,2020
202,59,2040
203,27,2040
204,43,2060
205,11,2060
206,59,2080
207,27,2080
208,43,2100
209,11,2100
210,59,2120
211,27,2120
212,43,2140
213,11,2140
214,59,2160
215,27,2160
216,43,2180
217,11,2180
218,59,2200
219,27,2200
220,43,2220
221,11,2220
222,59,2240
223,27,2240
224,43,2260
225,11,2260
226,59,2280
227,27,2280
228,43,2300
229,11,2300
230,59,2320
231,27,2320
232,43,2340
233,11,2340
234,59,2360
235,27,2360
236,43,2380
237,11,2380
238,59,2400
239,27,2400
240,43,2420
241,11,2420
242,59,2440
243,27,2440
244,43,2460
245,11,2460
246,59,2480
247,27,2480
248,43,2500
249,11,2500
250,59,2520
251,27,2520
252,43,2540
253,11,2540
254,59,2560
255,27,2560
256,43,2580
257,11,2580
258,59,2600
259,27,2600
260,43,2620
261,11,2620
262,59,2640
263,27,2640
264,43,2660
265,11,2660
266,59,2680
267,27,2680
268,43,2700
269,11,2700
270,59,2720
271,27,2720
272,43,2740
273,11,2740
274,59,2760
275,27,2760
276,43,2780
277,11,2780
278,59,2800
279,27,2800
280,43,2820
281,11,2820
282,59,2840
283,27,2840
284,43,2860
285,11,2860
286,59,2880
287,27,2880
288,43,2900
289,11,2900
290,59,2920
291,27,2920
292,43,2940
293,11,2940
294,59,2960
295,27,2960
296,43,2980
297,11,2980
298,59,3000
299,27,3000
300,43,3020
301,11,3020
302,59,3040
303,27,3040
304,43,3060
305,11,3060
306,59,3080
307,27,3080
308,43,3100
309,11,3100
310,59,3120
311,27,3120
312,43,3140
313,11,3140
314,59,3160
315,27,3160
316,43,3180
317,11,3180
318,59,3200
319,27,3200
320,43,3220
321,11,3220
322,59,3240
323,27,3240
324,43,3260
325,11,3260
326,59,3280
327,27,3280
328,43,3300
329,11,3300
330,59,3320
331,27,3320
332,43,3340
333,11,3340
334,59,3360
335,27,3360
336,43,3380
337,11,3380
338,59,3400
339,27,3400
340,43,3420
341,11,3420
342,59,3440
343,27,3440
344,43,3460
345,11,3460
346,59,3480
347,27,3480
348,43,3500
349,11,3500
350,59,3520
351,27,3520
352,43,3540
353,11,3540
354,59,3560
355,27,3560
356,43,3580
357,11,3580
358,59,3600
359,27,3600
360,43,3620
361,11,3620
362,59,3640
363,27,3640
364,43,3660
365,11,3660
366,59,3680
367,27,3680
368,43,3700
369,11,3700
370,59,3720
371,27,3720
372,43,3740
373,11,3740
374,59,3760
375,27,3760
376,43,3780
377,11,3780
378,59,3800
379,27,3800
380,43,3820
381,11,3820
382,59,3840
383,27,3840
